HomoloGene ID,Common Organism Name,NCBI Taxon ID,Symbol
32550,"mouse, laboratory",10090,Rnf38
32550,human,9606,RNF38
32551,"mouse, laboratory",10090,Deptor
32551,human,9606,DEPTOR
32553,"mouse, laboratory",10090,Dclre1b
32553,human,9606,DCLRE1B
32554,"mouse, laboratory",10090,Mrps11
32554,human,9606,MRPS11
32562,"mouse, laboratory",10090,Mrps34
32562,human,9606,MRPS34
32564,"mouse, laboratory",10090,Ercc6l2
32564,human,9606,ERCC6L2
32565,"mouse, laboratory",10090,Mrps9
32565,human,9606,MRPS9
32566,"mouse, laboratory",10090,Ino80b
32566,human,9606,INO80B
32567,"mouse, laboratory",10090,Ndel1
32567,human,9606,NDEL1
32570,"mouse, laboratory",10090,Gramd3
32570,human,9606,GRAMD3
32572,"mouse, laboratory",10090,Asb8
32572,human,9606,ASB8
32573,"mouse, laboratory",10090,Wdr18
32573,human,9606,WDR18
32574,"mouse, laboratory",10090,Tbc1d20
32574,human,9606,TBC1D20
32575,"mouse, laboratory",10090,D17Wsu92e
32575,human,9606,C6orf106
32576,"mouse, laboratory",10090,Gnptab
32576,human,9606,GNPTAB
32577,"mouse, laboratory",10090,Nol12
32577,human,9606,NOL12
32579,"mouse, laboratory",10090,Rbm42
32579,human,9606,RBM42
32580,"mouse, laboratory",10090,Efhd2
32580,human,9606,EFHD2
32581,"mouse, laboratory",10090,Dcaf10
32581,human,9606,DCAF10
32582,"mouse, laboratory",10090,Dpy30
32582,human,9606,DPY30
32584,"mouse, laboratory",10090,Sh3bp5l
32584,human,9606,SH3BP5L
32586,"mouse, laboratory",10090,Mcph1
32586,human,9606,MCPH1
32588,"mouse, laboratory",10090,Ogfod2
32588,human,9606,OGFOD2
32589,"mouse, laboratory",10090,Nol9
32589,human,9606,NOL9
32590,"mouse, laboratory",10090,Gtdc1
32590,human,9606,GTDC1
32592,"mouse, laboratory",10090,Lin28a
32592,human,9606,LIN28A
32594,"mouse, laboratory",10090,Txndc15
32594,human,9606,TXNDC15
32596,"mouse, laboratory",10090,Acbd4
32596,human,9606,ACBD4
32598,"mouse, laboratory",10090,Klhl36
32598,human,9606,KLHL36
32599,"mouse, laboratory",10090,2410131K14Rik
32599,human,9606,C12orf49
32601,"mouse, laboratory",10090,Armc5
32601,human,9606,ARMC5
32604,"mouse, laboratory",10090,Nudt18
32604,human,9606,NUDT18
32605,"mouse, laboratory",10090,Zc3h14
32605,human,9606,ZC3H14
32607,"mouse, laboratory",10090,Caap1
32607,human,9606,CAAP1
32608,"mouse, laboratory",10090,Tgs1
32608,human,9606,TGS1
32609,"mouse, laboratory",10090,Thnsl1
32609,human,9606,THNSL1
32610,"mouse, laboratory",10090,Naa60
32610,human,9606,NAA60
32611,"mouse, laboratory",10090,Atad5
32611,human,9606,ATAD5
32615,"mouse, laboratory",10090,Dhdds
32615,human,9606,DHDDS
32616,"mouse, laboratory",10090,Grhl2
32616,human,9606,GRHL2
32617,"mouse, laboratory",10090,Esrp2
32617,human,9606,ESRP2
32618,"mouse, laboratory",10090,Wwc2
32618,human,9606,WWC2
32622,"mouse, laboratory",10090,Sike1
32622,human,9606,SIKE1
32623,"mouse, laboratory",10090,Pqlc1
32623,human,9606,PQLC1
32625,"mouse, laboratory",10090,Fam214b
32625,human,9606,FAM214B
32627,"mouse, laboratory",10090,Epc1
32627,human,9606,EPC1
32630,"mouse, laboratory",10090,Med11
32630,human,9606,MED11
32633,"mouse, laboratory",10090,Mplkip
32633,human,9606,MPLKIP
32634,"mouse, laboratory",10090,Dnajc5b
32634,human,9606,DNAJC5B
32635,"mouse, laboratory",10090,1700029P11Rik
32636,"mouse, laboratory",10090,Mrps15
32636,human,9606,MRPS15
32637,"mouse, laboratory",10090,Gapvd1
32637,human,9606,GAPVD1
32638,"mouse, laboratory",10090,Henmt1
32638,human,9606,HENMT1
32639,"mouse, laboratory",10090,Ccdc96
32639,human,9606,CCDC96
32642,"mouse, laboratory",10090,Slc16a9
32642,human,9606,SLC16A9
32644,"mouse, laboratory",10090,Trim59
32644,human,9606,TRIM59
32646,"mouse, laboratory",10090,Fam210b
32646,human,9606,FAM210B
32647,"mouse, laboratory",10090,Mrpl45
32647,human,9606,MRPL45
32648,"mouse, laboratory",10090,Higd2a
32648,human,9606,HIGD2A
32649,"mouse, laboratory",10090,Nrarp
32649,human,9606,NRARP
32650,"mouse, laboratory",10090,Cdt1
32650,human,9606,CDT1
32651,"mouse, laboratory",10090,Eri1
32651,human,9606,ERI1
32652,"mouse, laboratory",10090,Kctd10
32652,human,9606,KCTD10
32653,"mouse, laboratory",10090,Frmd8
32653,human,9606,FRMD8
32655,human,9606,CCDC50
32658,"mouse, laboratory",10090,Yipf4
32658,human,9606,YIPF4
32659,"mouse, laboratory",10090,Tppp3
32659,human,9606,TPPP3
32661,"mouse, laboratory",10090,1110058L19Rik
32661,human,9606,C6orf57
32665,"mouse, laboratory",10090,Fam135a
32665,human,9606,FAM135A
32666,"mouse, laboratory",10090,Rnaseh2c
32666,human,9606,RNASEH2C
32667,"mouse, laboratory",10090,Gtsf1l
32667,human,9606,GTSF1L
32668,"mouse, laboratory",10090,Zdhhc21
32668,human,9606,ZDHHC21
32669,"mouse, laboratory",10090,Cpsf4l
32669,human,9606,CPSF4L
32671,"mouse, laboratory",10090,Zfand2b
32671,human,9606,ZFAND2B
32672,"mouse, laboratory",10090,Pink1
32672,human,9606,PINK1
32675,"mouse, laboratory",10090,Mrpl30
32675,human,9606,MRPL30
32677,"mouse, laboratory",10090,Lrr1
32677,human,9606,LRR1
32678,"mouse, laboratory",10090,Ttl
32678,human,9606,TTL
32679,"mouse, laboratory",10090,Zmynd8
32679,human,9606,ZMYND8
32680,"mouse, laboratory",10090,Mettl18
32680,human,9606,METTL18
32684,"mouse, laboratory",10090,Wdr20a
32684,human,9606,WDR20
32687,human,9606,DAW1
32688,"mouse, laboratory",10090,Spata24
32688,human,9606,SPATA24
32689,"mouse, laboratory",10090,Zswim2
32689,human,9606,ZSWIM2
32691,"mouse, laboratory",10090,Arhgef25
32691,human,9606,ARHGEF25
32693,"mouse, laboratory",10090,Lsm11
32693,human,9606,LSM11
32695,"mouse, laboratory",10090,Lrpprc
32695,human,9606,LRPPRC
32697,"mouse, laboratory",10090,Nphp3
32697,human,9606,NPHP3
32699,"mouse, laboratory",10090,Esyt2
32699,human,9606,ESYT2
32700,"mouse, laboratory",10090,Syvn1
32700,human,9606,SYVN1
32701,"mouse, laboratory",10090,Ccdc97
32701,human,9606,CCDC97
32702,"mouse, laboratory",10090,Paqr8
32702,human,9606,PAQR8
32705,"mouse, laboratory",10090,Sgms2
32705,human,9606,SGMS2
32706,"mouse, laboratory",10090,Snx29
32708,"mouse, laboratory",10090,Gm1966
32708,"mouse, laboratory",10090,Gm4070
32708,"mouse, laboratory",10090,Gvin1
32709,"mouse, laboratory",10090,Ccdc83
32709,human,9606,CCDC83
32711,"mouse, laboratory",10090,Mrpl32
32711,human,9606,MRPL32
32718,"mouse, laboratory",10090,Lca5
32718,human,9606,LCA5
32720,"mouse, laboratory",10090,Glt8d1
32720,human,9606,GLT8D1
32722,"mouse, laboratory",10090,Srxn1
32722,human,9606,SRXN1
32726,"mouse, laboratory",10090,Mrps5
32726,human,9606,MRPS5
32727,"mouse, laboratory",10090,Polq
32727,human,9606,POLQ
32729,"mouse, laboratory",10090,Spata2l
32729,human,9606,SPATA2L
32731,"mouse, laboratory",10090,Abtb1
32731,human,9606,ABTB1
32740,"mouse, laboratory",10090,Kcnh6
32740,human,9606,KCNH6
32741,"mouse, laboratory",10090,Gdpd5
32741,human,9606,GDPD5
32743,"mouse, laboratory",10090,Csrnp2
32743,human,9606,CSRNP2
32744,"mouse, laboratory",10090,Pvrl4
32744,human,9606,PVRL4
32746,"mouse, laboratory",10090,Las1l
32746,human,9606,LAS1L
32752,"mouse, laboratory",10090,Rnf208
32752,human,9606,RNF208
32754,"mouse, laboratory",10090,Arhgap24
32754,human,9606,ARHGAP24
32756,"mouse, laboratory",10090,Camkk2
32756,human,9606,CAMKK2
32757,"mouse, laboratory",10090,Fbxw10
32757,human,9606,CDRT1
32760,"mouse, laboratory",10090,Ghdc
32760,human,9606,GHDC
32762,"mouse, laboratory",10090,Tbc1d10a
32762,human,9606,TBC1D10A
32763,"mouse, laboratory",10090,Ptms
32763,human,9606,PTMS
32764,"mouse, laboratory",10090,Sprtn
32764,human,9606,SPRTN
32766,"mouse, laboratory",10090,Brip1
32766,human,9606,BRIP1
32769,"mouse, laboratory",10090,Ccdc55
32769,human,9606,NSRP1
32770,"mouse, laboratory",10090,Zranb3
32770,human,9606,ZRANB3
32771,"mouse, laboratory",10090,Wdr75
32771,human,9606,WDR75
32772,"mouse, laboratory",10090,Chd6
32772,human,9606,CHD6
32774,"mouse, laboratory",10090,Mettl25
32774,human,9606,METTL25
32776,"mouse, laboratory",10090,Iqcg
32776,human,9606,IQCG
32778,"mouse, laboratory",10090,BC021891
32778,human,9606,KIAA1804
32779,"mouse, laboratory",10090,Dot1l
32779,human,9606,DOT1L
32780,"mouse, laboratory",10090,BC052040
32780,human,9606,C15orf41
32781,"mouse, laboratory",10090,Faxc
32781,human,9606,FAXC
32785,"mouse, laboratory",10090,Slc9a7
32785,human,9606,SLC9A7
32787,"mouse, laboratory",10090,Ppp1r9b
32787,human,9606,PPP1R9B
32789,"mouse, laboratory",10090,Usp30
32789,human,9606,USP30
32790,"mouse, laboratory",10090,Fut10
32790,human,9606,FUT10
32791,"mouse, laboratory",10090,Cyhr1
32791,human,9606,CYHR1
32792,"mouse, laboratory",10090,Suv420h2
32792,human,9606,SUV420H2
32794,"mouse, laboratory",10090,Rpusd4
32794,human,9606,RPUSD4
32795,"mouse, laboratory",10090,Gtdc2
32795,human,9606,GTDC2
32796,"mouse, laboratory",10090,Tmtc4
32796,human,9606,TMTC4
32798,"mouse, laboratory",10090,Zfp382
32798,human,9606,ZNF382
32799,"mouse, laboratory",10090,Orai2
32799,human,9606,ORAI2
32802,"mouse, laboratory",10090,Sfrs18
32802,human,9606,PNISR
32816,"mouse, laboratory",10090,Cecr5
32816,human,9606,CECR5
32819,"mouse, laboratory",10090,Boc
32819,human,9606,BOC
32904,"mouse, laboratory",10090,Zmym1
32904,human,9606,ZMYM1
32919,"mouse, laboratory",10090,Atp11b
32919,human,9606,ATP11B
32936,"mouse, laboratory",10090,Mrpl21
32936,human,9606,MRPL21
32963,"mouse, laboratory",10090,Tceal5
32963,human,9606,TCEAL5
33129,"mouse, laboratory",10090,Tmem63c
33129,human,9606,TMEM63C
33158,"mouse, laboratory",10090,Ppm1l
33158,human,9606,PPM1L
33161,"mouse, laboratory",10090,Ptcd1
33161,human,9606,ATP5J2-PTCD1
33167,"mouse, laboratory",10090,Lclat1
33167,human,9606,LCLAT1
33184,"mouse, laboratory",10090,Lrrc30
33184,human,9606,LRRC30
33228,"mouse, laboratory",10090,Rnf31
33228,human,9606,RNF31
33303,"mouse, laboratory",10090,Clk2
33303,human,9606,CLK2
33332,"mouse, laboratory",10090,Abca9
33332,human,9606,ABCA9
33431,"mouse, laboratory",10090,Cog7
33431,human,9606,COG7
33436,"mouse, laboratory",10090,Gdpgp1
33436,human,9606,GDPGP1
33447,"mouse, laboratory",10090,Srrd
33447,human,9606,SRRD
33470,"mouse, laboratory",10090,Maats1
33470,human,9606,MAATS1
33472,"mouse, laboratory",10090,Dach2
33472,human,9606,DACH2
33473,"mouse, laboratory",10090,Slc18b1
33473,human,9606,SLC18B1
33474,"mouse, laboratory",10090,Gadd45gip1
33474,human,9606,GADD45GIP1
33475,"mouse, laboratory",10090,Rcsd1
33475,human,9606,RCSD1
33482,"mouse, laboratory",10090,Foxp2
33482,human,9606,FOXP2
33483,"mouse, laboratory",10090,Zp1
33483,human,9606,ZP1
33552,"mouse, laboratory",10090,Slc35f1
33552,human,9606,SLC35F1
33586,"mouse, laboratory",10090,Dusp15
33586,human,9606,DUSP15
33597,"mouse, laboratory",10090,Phactr1
33597,human,9606,PHACTR1
33614,"mouse, laboratory",10090,Rbm39
33614,human,9606,RBM39
33615,"mouse, laboratory",10090,Tmem189
33615,human,9606,TMEM189
33641,"mouse, laboratory",10090,Zfp597
33641,human,9606,ZNF597
33650,"mouse, laboratory",10090,Boll
33650,human,9606,BOLL
33783,"mouse, laboratory",10090,Rnf150
33783,human,9606,RNF150
33799,"mouse, laboratory",10090,Wfdc8
33799,human,9606,WFDC8
33836,"mouse, laboratory",10090,Edem1
33836,human,9606,EDEM1
33850,"mouse, laboratory",10090,Best3
33850,human,9606,BEST3
33907,"mouse, laboratory",10090,Pxdn
33907,human,9606,PXDN
33954,"mouse, laboratory",10090,Gm5709
34027,"mouse, laboratory",10090,Sox30
34027,human,9606,SOX30
34076,"mouse, laboratory",10090,Slc39a10
34076,human,9606,SLC39A10
34130,"mouse, laboratory",10090,Asb7
34130,human,9606,ASB7
34134,"mouse, laboratory",10090,Bmp2k
34134,human,9606,BMP2K
34137,"mouse, laboratory",10090,Srcrb4d
34137,human,9606,SRCRB4D
34139,"mouse, laboratory",10090,Dido1
34139,human,9606,DIDO1
34248,"mouse, laboratory",10090,Colec12
34248,human,9606,COLEC12
34254,"mouse, laboratory",10090,Ptar1
34254,human,9606,PTAR1
34290,"mouse, laboratory",10090,Irf2bp2
34290,human,9606,IRF2BP2
34298,"mouse, laboratory",10090,Rnf185
34298,human,9606,RNF185
34300,"mouse, laboratory",10090,Btbd7
34300,human,9606,BTBD7
34313,"mouse, laboratory",10090,Zswim8
34313,human,9606,ZSWIM8
34317,"mouse, laboratory",10090,Rictor
34317,human,9606,RICTOR
34318,"mouse, laboratory",10090,Slc16a14
34318,human,9606,SLC16A14
34364,"mouse, laboratory",10090,Slc47a1
34364,human,9606,SLC47A1
34378,"mouse, laboratory",10090,Adck5
34378,human,9606,ADCK5
34495,"mouse, laboratory",10090,Atg9a
34495,human,9606,ATG9A
34521,"mouse, laboratory",10090,Usp53
34521,human,9606,USP53
34523,"mouse, laboratory",10090,Zkscan1
34523,human,9606,ZKSCAN1
34525,"mouse, laboratory",10090,Sft2d1
34525,human,9606,SFT2D1
34526,"mouse, laboratory",10090,Fbxo38
34526,human,9606,FBXO38
34534,"mouse, laboratory",10090,Lrrc6
34534,human,9606,LRRC6
34562,"mouse, laboratory",10090,Heatr1
34562,human,9606,HEATR1
34582,"mouse, laboratory",10090,Bdp1
34582,human,9606,BDP1
34602,"mouse, laboratory",10090,Atpaf2
34602,human,9606,ATPAF2
34616,"mouse, laboratory",10090,Gpr133
34616,human,9606,GPR133
34623,"mouse, laboratory",10090,Dnal1
34623,human,9606,DNAL1
34653,"mouse, laboratory",10090,Mettl16
34653,human,9606,METTL16
34661,"mouse, laboratory",10090,Ibtk
34661,human,9606,IBTK
34675,"mouse, laboratory",10090,Vps51
34675,human,9606,VPS51
34695,"mouse, laboratory",10090,B630005N14Rik
34695,human,9606,C7orf60
34700,"mouse, laboratory",10090,Rhbdl3
34700,human,9606,RHBDL3
34701,"mouse, laboratory",10090,Fam181a
34701,human,9606,FAM181A
34702,"mouse, laboratory",10090,1810026J23Rik
34702,human,9606,C19orf52
34705,"mouse, laboratory",10090,9-Mar
34705,human,9606,9-Mar
34706,"mouse, laboratory",10090,Saal1
34706,human,9606,SAAL1
34707,"mouse, laboratory",10090,Klhdc7b
34707,human,9606,KLHDC7B
34708,"mouse, laboratory",10090,4930422G04Rik
34708,human,9606,C4orf21
34709,"mouse, laboratory",10090,Trim40
34709,human,9606,TRIM40
34710,"mouse, laboratory",10090,Myo16
34710,human,9606,MYO16
34713,"mouse, laboratory",10090,Abra
34713,human,9606,ABRA
34714,"mouse, laboratory",10090,Trub1
34714,human,9606,TRUB1
34715,"mouse, laboratory",10090,Daglb
34715,human,9606,DAGLB
34718,"mouse, laboratory",10090,Depdc5
34718,human,9606,DEPDC5
34730,"mouse, laboratory",10090,2610507B11Rik
34730,human,9606,KIAA0100
34780,human,9606,FUT5
34786,"mouse, laboratory",10090,Ccdc6
34786,human,9606,CCDC6
34797,"mouse, laboratory",10090,Ppp1r3e
34805,"mouse, laboratory",10090,Trappc12
34805,human,9606,TRAPPC12
34825,"mouse, laboratory",10090,Zbtb49
34825,human,9606,ZBTB49
34835,"mouse, laboratory",10090,Arrdc1
34835,human,9606,ARRDC1
34917,"mouse, laboratory",10090,Gpr179
34917,human,9606,GPR179
34920,"mouse, laboratory",10090,Ankrd22
34920,human,9606,ANKRD22
34921,"mouse, laboratory",10090,Gabpb2
34921,human,9606,GABPB2
34922,"mouse, laboratory",10090,Zdhhc19
34922,human,9606,ZDHHC19
34923,"mouse, laboratory",10090,Lrguk
34923,human,9606,LRGUK
34925,human,9606,ZNF582
34926,"mouse, laboratory",10090,Rmdn3
34926,human,9606,RMDN3
34935,"mouse, laboratory",10090,Msantd4
34935,human,9606,MSANTD4
34938,"mouse, laboratory",10090,Aldh16a1
34938,human,9606,ALDH16A1
34940,"mouse, laboratory",10090,Arid5a
34940,human,9606,ARID5A
34954,"mouse, laboratory",10090,Olfr1100
34954,human,9606,OR8H3
34961,"mouse, laboratory",10090,Olfr60
34980,"mouse, laboratory",10090,Lonrf1
34980,human,9606,LONRF1
34981,"mouse, laboratory",10090,Fam210a
34981,human,9606,FAM210A
34983,"mouse, laboratory",10090,Samd11
34983,human,9606,SAMD11
34984,"mouse, laboratory",10090,Dusp18
34984,human,9606,DUSP18
34988,"mouse, laboratory",10090,10-Mar
34988,human,9606,10-Mar
34989,"mouse, laboratory",10090,Glis3
34989,human,9606,GLIS3
34991,"mouse, laboratory",10090,Ythdf3
34991,human,9606,YTHDF3
34992,"mouse, laboratory",10090,Ccdc137
34992,human,9606,CCDC137
34993,"mouse, laboratory",10090,Rbm12
34993,human,9606,RBM12
34996,"mouse, laboratory",10090,Ankfn1
34996,human,9606,ANKFN1
34999,"mouse, laboratory",10090,Rnf19b
34999,human,9606,RNF19B
35002,"mouse, laboratory",10090,Neurl3
35064,"mouse, laboratory",10090,Strip1
35064,human,9606,STRIP1
35065,"mouse, laboratory",10090,Fam214a
35065,human,9606,FAM214A
35066,"mouse, laboratory",10090,Vgll2
35066,human,9606,VGLL2
35098,"mouse, laboratory",10090,Smyd4
35098,human,9606,SMYD4
35106,"mouse, laboratory",10090,2810006K23Rik
35106,human,9606,C12orf65
35136,"mouse, laboratory",10090,Grlf1
35136,human,9606,ARHGAP35
35210,"mouse, laboratory",10090,Safb2
35210,human,9606,SAFB2
35217,"mouse, laboratory",10090,Rasal2
35217,human,9606,RASAL2
35221,"mouse, laboratory",10090,Ddhd1
35221,human,9606,DDHD1
35234,"mouse, laboratory",10090,Pddc1
35234,human,9606,PDDC1
35238,"mouse, laboratory",10090,Dennd2a
35238,human,9606,DENND2A
35239,"mouse, laboratory",10090,Nhlrc3
35239,human,9606,NHLRC3
35243,"mouse, laboratory",10090,Foxj3
35243,human,9606,FOXJ3
35244,"mouse, laboratory",10090,Otop1
35244,human,9606,OTOP1
35248,"mouse, laboratory",10090,Olfml2a
35248,human,9606,OLFML2A
35249,"mouse, laboratory",10090,Kirrel2
35249,human,9606,KIRREL2
35252,"mouse, laboratory",10090,Lin9
35252,human,9606,LIN9
35254,"mouse, laboratory",10090,Fitm2
35254,human,9606,FITM2
35257,"mouse, laboratory",10090,Arsj
35257,human,9606,ARSJ
35258,"mouse, laboratory",10090,Tshz2
35258,human,9606,TSHZ2
35259,"mouse, laboratory",10090,Kcnrg
35259,human,9606,KCNRG
35262,"mouse, laboratory",10090,E130311K13Rik
35262,human,9606,C3orf33
35268,"mouse, laboratory",10090,Samd4b
35268,human,9606,SAMD4B
35272,"mouse, laboratory",10090,2310022A10Rik
35275,"mouse, laboratory",10090,Fbxl22
35276,"mouse, laboratory",10090,Heg1
35276,human,9606,HEG1
35278,"mouse, laboratory",10090,Mylk3
35278,human,9606,MYLK3
35279,"mouse, laboratory",10090,Zcchc11
35279,human,9606,ZCCHC11
35284,"mouse, laboratory",10090,Wfikkn2
35284,human,9606,WFIKKN2
35303,"mouse, laboratory",10090,Ints5
35303,human,9606,INTS5
35305,"mouse, laboratory",10090,Mettl4
35305,human,9606,METTL4
35306,"mouse, laboratory",10090,6430573F11Rik
35306,human,9606,KIAA1456
35308,"mouse, laboratory",10090,Kif6
35308,human,9606,KIF6
35309,"mouse, laboratory",10090,Ccdc66
35309,human,9606,CCDC66
35310,"mouse, laboratory",10090,3-Mar
35310,human,9606,3-Mar
35313,"mouse, laboratory",10090,Gen1
35313,human,9606,GEN1
35315,"mouse, laboratory",10090,Cep128
35315,human,9606,CEP128
35317,"mouse, laboratory",10090,Plekhh2
35317,human,9606,PLEKHH2
35319,"mouse, laboratory",10090,Tmem201
35319,human,9606,TMEM201
35321,"mouse, laboratory",10090,Atmin
35321,human,9606,ATMIN
35328,"mouse, laboratory",10090,Zc3h6
35328,human,9606,ZC3H6
35330,"mouse, laboratory",10090,Agbl3
35330,human,9606,AGBL3
35333,"mouse, laboratory",10090,Hps5
35333,human,9606,HPS5
35335,"mouse, laboratory",10090,Rnf166
35335,human,9606,RNF166
35347,"mouse, laboratory",10090,Ankrd37
35347,human,9606,ANKRD37
35357,"mouse, laboratory",10090,BC089491
35357,human,9606,SELV
35359,"mouse, laboratory",10090,Enthd2
35359,human,9606,ENTHD2
35360,"mouse, laboratory",10090,Tet3
35360,human,9606,TET3
35364,"mouse, laboratory",10090,Nanos2
35364,human,9606,NANOS2
35367,"mouse, laboratory",10090,Cpm
35367,human,9606,CPM
35370,"mouse, laboratory",10090,Otud4
35370,human,9606,OTUD4
35372,"mouse, laboratory",10090,Wscd2
35372,human,9606,WSCD2
35373,"mouse, laboratory",10090,Cramp1l
35373,human,9606,CRAMP1L
35374,"mouse, laboratory",10090,Ankrd28
35374,human,9606,ANKRD28
35378,"mouse, laboratory",10090,Fancm
35378,human,9606,FANCM
35386,"mouse, laboratory",10090,Vsig10l
35386,human,9606,VSIG10L
35388,"mouse, laboratory",10090,Frem3
35388,human,9606,FREM3
35389,"mouse, laboratory",10090,Pard3b
35389,human,9606,PARD3B
35390,"mouse, laboratory",10090,Cdr2l
35390,human,9606,CDR2L
35394,"mouse, laboratory",10090,R3hcc1
35394,human,9606,R3HCC1
35399,"mouse, laboratory",10090,Cisd3
35399,human,9606,CISD3
35401,"mouse, laboratory",10090,Atxn7l3
35401,human,9606,ATXN7L3
35405,"mouse, laboratory",10090,Irg1
35407,"mouse, laboratory",10090,Ranbp3l
35407,human,9606,RANBP3L
35410,"mouse, laboratory",10090,Rbm27
35410,human,9606,RBM27
35412,"mouse, laboratory",10090,C330018D20Rik
35412,human,9606,C5orf63
35415,"mouse, laboratory",10090,Taf3
35415,human,9606,TAF3
35416,"mouse, laboratory",10090,1700007K13Rik
35416,human,9606,C9orf116
35420,"mouse, laboratory",10090,Usp24
35420,human,9606,USP24
35421,"mouse, laboratory",10090,Ccdc30
35421,human,9606,CCDC30
35423,"mouse, laboratory",10090,4930432K09Rik
35423,human,9606,C4orf40
35424,"mouse, laboratory",10090,Ankle2
35424,human,9606,ANKLE2
35425,"mouse, laboratory",10090,Usp42
35425,human,9606,USP42
35430,"mouse, laboratory",10090,Lrrc52
35430,human,9606,LRRC52
35443,"mouse, laboratory",10090,Neurl1b
35443,human,9606,NEURL1B
35455,"mouse, laboratory",10090,Ccdc18
35455,human,9606,CCDC18
35456,"mouse, laboratory",10090,Vwde
35456,human,9606,VWDE
35459,"mouse, laboratory",10090,Usp35
35459,human,9606,USP35
35462,"mouse, laboratory",10090,Zc3h12c
35462,human,9606,ZC3H12C
35470,"mouse, laboratory",10090,Zmym4
35470,human,9606,ZMYM4
35472,human,9606,NUP98
35474,"mouse, laboratory",10090,Gpr152
35474,human,9606,GPR152
35476,"mouse, laboratory",10090,Tsen54
35476,human,9606,TSEN54
35477,"mouse, laboratory",10090,Rapgef2
35477,human,9606,RAPGEF2
35479,"mouse, laboratory",10090,Spaca5
35479,human,9606,SPACA5
35479,human,9606,SPACA5B
35491,"mouse, laboratory",10090,Pnmal2
35491,human,9606,PNMAL2
35506,"mouse, laboratory",10090,Ankrd7
35506,human,9606,ANKRD7
35507,"mouse, laboratory",10090,Spire1
35507,human,9606,SPIRE1
35527,"mouse, laboratory",10090,Clec2l
35527,human,9606,CLEC2L
35542,"mouse, laboratory",10090,Nckap5
35542,human,9606,NCKAP5
35553,"mouse, laboratory",10090,Ovol3
35606,"mouse, laboratory",10090,Ces1d
35977,"mouse, laboratory",10090,Drc1
35977,human,9606,DRC1
35979,"mouse, laboratory",10090,Samd12
35979,human,9606,SAMD12
36008,"mouse, laboratory",10090,6330403A02Rik
36008,human,9606,C1orf95
36018,"mouse, laboratory",10090,Serpind1
36018,human,9606,SERPIND1
36024,"mouse, laboratory",10090,Iapp
36024,human,9606,IAPP
36025,"mouse, laboratory",10090,Thrb
36025,human,9606,THRB
36030,"mouse, laboratory",10090,C4a
36030,"mouse, laboratory",10090,C4b
36030,human,9606,C4A
36030,human,9606,C4B
36035,"mouse, laboratory",10090,Chrnb3
36035,human,9606,CHRNB3
36040,"mouse, laboratory",10090,Cyp27a1
36040,human,9606,CYP27A1
36056,"mouse, laboratory",10090,Amelx
36056,human,9606,AMELX
36058,"mouse, laboratory",10090,Slc25a4
36058,human,9606,SLC25A4
36061,"mouse, laboratory",10090,Car11
36061,human,9606,CA11
36063,"mouse, laboratory",10090,Chad
36063,human,9606,CHAD
36065,"mouse, laboratory",10090,Crip2
36065,human,9606,CRIP2
36067,"mouse, laboratory",10090,Fabp4
36067,human,9606,FABP4
36075,"mouse, laboratory",10090,Atp1b2
36075,human,9606,ATP1B2
36081,"mouse, laboratory",10090,Cdkn2d
36081,human,9606,CDKN2D
36082,"mouse, laboratory",10090,Cox7a2
36082,human,9606,COX7A2
36085,"mouse, laboratory",10090,Fkbp4
36085,human,9606,FKBP4
36098,"mouse, laboratory",10090,Mfap4
36098,human,9606,MFAP4
36099,"mouse, laboratory",10090,Omg
36099,human,9606,OMG
36101,"mouse, laboratory",10090,Pcdh7
36101,human,9606,PCDH7
36108,"mouse, laboratory",10090,Spn
36108,human,9606,SPN
36115,"mouse, laboratory",10090,Vdac3
36115,human,9606,VDAC3
36142,"mouse, laboratory",10090,Nol4
36143,"mouse, laboratory",10090,Snx4
36143,human,9606,SNX4
36144,"mouse, laboratory",10090,Snx3
36144,human,9606,SNX3
36148,"mouse, laboratory",10090,F2rl3
36148,human,9606,F2RL3
36149,"mouse, laboratory",10090,Anxa7
36149,human,9606,ANXA7
36150,"mouse, laboratory",10090,S100g
36150,human,9606,S100G
36151,"mouse, laboratory",10090,F2rl2
36151,human,9606,F2RL2
36154,"mouse, laboratory",10090,Rab1
36154,human,9606,RAB1A
36159,"mouse, laboratory",10090,Ctsh
36159,human,9606,CTSH
36160,"mouse, laboratory",10090,Nfkbie
36160,human,9606,NFKBIE
36163,"mouse, laboratory",10090,Vapb
36163,human,9606,VAPB
36164,"mouse, laboratory",10090,Srsf11
36164,human,9606,SRSF11
36165,human,9606,CDY1
36165,human,9606,CDY1B
36165,human,9606,CDY2A
36165,human,9606,CDY2B
36169,"mouse, laboratory",10090,Adamts4
36169,human,9606,ADAMTS4
36170,"mouse, laboratory",10090,Dnaja3
36170,human,9606,DNAJA3
36174,"mouse, laboratory",10090,Gpr34
36174,human,9606,GPR34
36176,"mouse, laboratory",10090,Nnat
36176,human,9606,NNAT
36178,"mouse, laboratory",10090,Xrcc3
36178,human,9606,XRCC3
36179,"mouse, laboratory",10090,Sh2b3
36179,human,9606,SH2B3
36182,"mouse, laboratory",10090,Krt6a
36182,"mouse, laboratory",10090,Krt6b
36182,human,9606,KRT6A
36183,"mouse, laboratory",10090,Mab21l1
36183,human,9606,MAB21L1
